NAME,ADDRESS,CITY,STATE,ZIP,TYPE,DEGREES OFFERED,CAMPUS SETTING,CAMPUS HOUSING,STUDENT POPULATION,UNDERGRADUATE STUDENTS,PUBLIC/PRIVATE,PUBLISHED IN-STATE TUITION AND FEES ($),PUBLISHED OUT-OF-STATE TUITION AND FEES ($),TELEPHONE,POPULATION,LATITUDE,LONGITUDE,WEBSITE,RANK,UNDERGRADUATE POPULATION,NET PRICE,AVERAGE GRANT AID,TOTAL ANNUAL COST,ALUMNI SALARY,ACCEPTANCE RATE
WESTERN TECHNICAL COLLEGE,9451 DIANA DRIVE,EL PASO,TX,79924,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE , BACHELOR'S DEGREE",CITY,NO,495.0,495.0,PRIVATE FOR-PROFIT,NAN,NAN,(915) 566-9621,591,31.877823861,-106.425900831,www.westerntech.edu,,,,,,,
WESTERN TECHNICAL COLLEGE,9451 DIANA DRIVE,EL PASO,TX,79924,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE , BACHELOR'S DEGREE",CITY,NO,495.0,495.0,PRIVATE FOR-PROFIT,NAN,NAN,(915) 532-3737,1349,31.6759498160001,-106.319292658,www.westerntech.edu,,,,,,,
WESTERN TECHNICAL COLLEGE,9624 PLAZA CIRCLE,EL PASO,TX,79927,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE , BACHELOR'S DEGREE",CITY,NO,1162.0,1162.0,PRIVATE FOR-PROFIT,NAN,NAN,(915) 566-9621,591,31.877823861,-106.425900831,www.westerntech.edu,,,,,,,
WESTERN TECHNICAL COLLEGE,9624 PLAZA CIRCLE,EL PASO,TX,79927,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE , BACHELOR'S DEGREE",CITY,NO,1162.0,1162.0,PRIVATE FOR-PROFIT,NAN,NAN,(915) 532-3737,1349,31.6759498160001,-106.319292658,www.westerntech.edu,,,,,,,
WESTERN TECHNOLOGY CENTER,621 SOONER DRIVE,BURNS FLAT,OK,73624-1469,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",RURAL,NO,506.0,506.0,PUBLIC,NAN,NAN,(580) 562-1279,650,35.352892453,-99.18091549100001,www.westtech.edu,,,,,,,
WESTERN TEXAS COLLEGE,6200 COLLEGE AVE,SNYDER,TX,79549,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",TOWN,YES,2179.0,2179.0,PUBLIC,4020.0,5160.0,(325) 573-8511,2444,32.678570941,-100.914354569,www.wtc.edu,,,,,,,
WESTERN THEOLOGICAL SEMINARY,101 E 13TH ST,HOLLAND,MI,49423-3622,FOUR OR MORE YEARS,"MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,299.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(616) 392-8555,352,42.7862675220001,-86.10326953100001,www.westernsem.edu,,,,,,,
WESTERN UNIVERSITY OF HEALTH SCIENCES,309 E 2ND ST,POMONA,CA,91766-1854,FOUR OR MORE YEARS,"MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",SUBURB,NO,3833.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(909) 623-6116,4990,34.058056975999996,-117.747696401,www.westernu.edu,,,,,,,
WESTERN WYOMING COMMUNITY COLLEGE,2500 COLLEGE DR,ROCK SPRINGS,WY,82901,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",TOWN,YES,3183.0,3183.0,PUBLIC,2953.0,7465.0,(307) 382-1600,3858,41.5909904700001,-109.23708050799999,https://www.westernwyoming.edu,,,,,,,
WESTFIELD STATE UNIVERSITY,577 WESTERN AVE,WESTFIELD,MA,01086-1630,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE",SUBURB,YES,6100.0,5382.0,PUBLIC,10429.0,16509.0,(413) 572-5300,7304,42.1315542070001,-72.795720456,www.westfield.ma.edu,,,,,,,
WESTMED COLLEGE,3031 TISCH WAY 100 PE,SAN JOSE,CA,95128-0000,LESS THAN 2 YEARS (BELOW ASSOCIATE),ONE BUT LESS THAN TWO YEARS CERTIFICATE,CITY,NO,NAN,NAN,PRIVATE NON-PROFIT,NAN,NAN,(209) 618-0408,4,37.3174614480001,-121.947710736,www.westmedcollege.edu,,,,,,,
WESTMINSTER COLLEGE,501 WESTMINSTER AVE,FULTON,MO,65251-1299,FOUR OR MORE YEARS,BACHELOR'S DEGREE,TOWN,YES,717.0,717.0,PRIVATE NON-PROFIT,27600.0,27600.0,(573) 642-3361,928,38.8499864030001,-91.95451208600001,www.wcmo.edu,,,,,,,
WESTMINSTER COLLEGE,319 SOUTH MARKET  STREET,NEW WILMINGTON,PA,16172,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE",TOWN,YES,1269.0,1198.0,PRIVATE NON-PROFIT,36806.0,36806.0,(724) 946-8761,1653,41.118255379000104,-80.331375399,www.westminster.edu,,,,,,,
WESTMINSTER COLLEGE,1840 SOUTH 1300 EAST,SALT LAKE CITY,UT,84105,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE",CITY,YES,2477.0,1968.0,PRIVATE NON-PROFIT,34000.0,34000.0,(801) 484-7651,3353,40.7319790060001,-111.85560842,www.westminstercollege.edu,,,,,,,
WESTMINSTER THEOLOGICAL SEMINARY,2960 W CHURCH RD,GLENSIDE,PA,19038,FOUR OR MORE YEARS,"POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",SUBURB,YES,731.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(215) 887-5511,875,40.098777244000104,-75.175579926,https://www.wts.edu,,,,,,,
WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA,1725 BEAR VALLEY PARKWAY,ESCONDIDO,CA,92027,FOUR OR MORE YEARS,MASTER'S DEGREE,SUBURB,YES,127.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(760) 480-8474,177,33.121465825,-117.04640606,www.wscal.edu,,,,,,,
WESTMORELAND COUNTY COMMUNITY COLLEGE,145 PAVILION LANE,YOUNGWOOD,PA,15697-1895,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",RURAL,NO,4848.0,4848.0,PUBLIC,9348.0,13338.0,(724) 925-4077,5542,40.234322461,-79.564860837,https://westmoreland.edu,,,,,,,
WHARTON COUNTY JUNIOR COLLEGE,911 BOLING HWY,WHARTON,TX,77488,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",TOWN,YES,6768.0,6768.0,PUBLIC,3576.0,4824.0,(979) 532-4560,7338,29.324314164,-96.085172055,https://www.wcjc.edu,,,,,,,
WHATCOM COMMUNITY COLLEGE,237 W KELLOGG RD,BELLINGHAM,WA,98226,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",CITY,YES,4263.0,4263.0,PUBLIC,4551.0,9980.0,(360) 383-3000,4767,48.7956444860001,-122.495620961,whatcom.edu,,,,,,,
WHEATON COLLEGE,501 COLLEGE AVE,WHEATON,IL,60187-5593,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",SUBURB,YES,2944.0,2401.0,PRIVATE NON-PROFIT,36420.0,36420.0,(630) 752-5000,3959,41.870924444,-88.09678026700001,www.wheaton.edu,,,,,,,
WHEATON COLLEGE,26 E MAIN ST,NORTON,MA,02766-2322,FOUR OR MORE YEARS,BACHELOR'S DEGREE,SUBURB,YES,1760.0,1760.0,PRIVATE NON-PROFIT,52626.0,52626.0,(508) 286-8200,2336,41.96680508,-71.1841493599999,www.wheatoncollege.edu,,,,,,,
WHEELING JESUIT UNIVERSITY,316 WASHINGTON AVE,WHEELING,WV,26003,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , BACHELOR'S DEGREE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,1171.0,861.0,PRIVATE NON-PROFIT,29290.0,29290.0,(304) 243-2000,1440,40.071621441,-80.69010152,www.wju.edu,,,,,,,
WHEELOCK COLLEGE,2 SILBER WAY,BOSTON,MA,02215,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE",CITY,NO,NAN,NAN,PRIVATE NON-PROFIT,NAN,NAN,(617) 353-4233,-999,42.342132553000106,-71.1061861439999,www.bu.edu/wheelock/,,,,,,,
WHITE EARTH TRIBAL AND COMMUNITY COLLEGE,2250 COLLEGE ROAD,MAHNOMEN,MN,56557,AT LEAST 2 BUT LESS THAN 4 YEARS,ASSOCIATE'S DEGREE,RURAL,NO,106.0,106.0,PRIVATE NON-PROFIT,4593.0,4593.0,(218) 935-7319,158,47.314072782,-95.9683017899999,www.wetcc.edu,,,,,,,
WHITE MOUNTAINS COMMUNITY COLLEGE,2020 RIVERSIDE DRIVE,BERLIN,NH,03570,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",TOWN,NO,699.0,699.0,PUBLIC,7970.0,16770.0,(603) 752-1113,901,44.503485373000004,-71.1584969,www.wmcc.edu,,,,,,,
WHITWORTH UNIVERSITY-ADULT DEGREE PROGRAMS,300 W HAWTHORNE RD,SPOKANE,WA,99251,FOUR OR MORE YEARS,BACHELOR'S DEGREE,SUBURB,NO,294.0,294.0,PRIVATE NON-PROFIT,NAN,NAN,(509) 777-1000,324,47.753280858000004,-117.41714378100001,https://www.whitworth.edu/Index.aspx,,,,,,,
WICHITA STATE UNIVERSITY-CAMPUS OF APPLIED SCIENCES AND TECHNOLOGY,4004 N WEBB RD. BLDG 100,WICHITA,KS,67226,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",RURAL,NO,4596.0,4596.0,PUBLIC,6037.0,6878.0,(316) 677-9400,5111,37.757428916,-97.22444329999999,www.wsutech.edu,,,,,,,
WICHITA TECHNICAL INSTITUTE,2051 SOUTH MERIDIAN,WICHITA,KS,67213-1927,AT LEAST 2 BUT LESS THAN 4 YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",CITY,NO,778.0,778.0,PRIVATE FOR-PROFIT,NAN,NAN,(316) 943-2241,908,37.656980839,-97.37184835299999,www.wti.edu,,,,,,,
WIDENER UNIVERSITY,ONE UNIVERSITY PLACE,CHESTER,PA,19013-5792,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",SUBURB,YES,6621.0,3367.0,PRIVATE NON-PROFIT,45948.0,45948.0,(610) 499-4000,8019,39.8617384560001,-75.35518079399999,www.widener.edu,,,,,,,
WILBERFORCE UNIVERSITY,1055 N BICKETT RD,WILBERFORCE,OH,45384-1001,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE",RURAL,YES,672.0,657.0,PRIVATE NON-PROFIT,13250.0,13250.0,(937) 376-2911,828,39.708041963,-83.879327938,www.wilberforce.edu,,,,,,,
WILEY COLLEGE,711 WILEY AVE,MARSHALL,TX,75670,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE",TOWN,YES,1003.0,1003.0,PRIVATE NON-PROFIT,12306.0,12306.0,(903) 927-3300,1206,32.5376582150001,-94.376796269,wileyc.edu,,,,,,,
WILKES COMMUNITY COLLEGE,1328 SOUTH COLLEGIATE DR,WILKESBORO,NC,28697,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",TOWN,NO,2601.0,2601.0,PUBLIC,2572.0,8716.0,(336) 838-6100,3263,36.136583409,-81.18443524199999,www.wilkescc.edu,,,,,,,
WILKES UNIVERSITY,84 WEST SOUTH STREET,WILKES-BARRE,PA,18766,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,5132.0,2455.0,PRIVATE NON-PROFIT,36194.0,36194.0,(570) 408-5000,6165,41.244924106,-75.8884852589999,www.wilkes.edu,,,,,,,
WILKES-BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING,350 JUMPER RD,WILKES BARRE,PA,18705-0699,LESS THAN 2 YEARS (BELOW ASSOCIATE),ONE BUT LESS THAN TWO YEARS CERTIFICATE,SUBURB,NO,165.0,165.0,PUBLIC,NAN,NAN,(570) 822-5398,186,41.262105955,-75.810110029,www.wbpracnsg.com,,,,,,,
WILLIAM CAREY UNIVERSITY,710 WILLIAM CAREY PARKWAY,HATTIESBURG,MS,39401-5499,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,5042.0,3249.0,PRIVATE NON-PROFIT,12600.0,12600.0,(601) 318-6051,5727,31.3052274350001,-89.291824608,www.wmcarey.edu,,,,,,,
WILLIAM EDGE INSTITUTE,"651 NORTH BUSINESS IH 35, SUITE 330",NEW BRAUNFELS,TX,78130-8216,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,37.0,37.0,PRIVATE FOR-PROFIT,NAN,NAN,(830) 387-4094,42,29.495455184,-98.5082680739999,www.mimsclassic.com,,,,,,,
WILLIAM JAMES COLLEGE,ONE WELLS AVENUE,NEWTON,MA,02459,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,NO,765.0,14.0,PRIVATE NON-PROFIT,NAN,NAN,(617) 327-6777,991,42.294968301,-71.203267438,www.williamjames.edu,,,,,,,
WILLIAM JESSUP UNIVERSITY,2121 UNIVERSITY AVENUE,ROCKLIN,CA,95765-3707,FOUR OR MORE YEARS,"ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , MASTER'S DEGREE",RURAL,YES,1695.0,1257.0,PRIVATE NON-PROFIT,33550.0,33550.0,(916) 577-2200,2129,38.819679664,-121.292325974,WWW.JESSUP.EDU,,,,,,,
WILLIAM MOORE COLLEGE OF TECHNOLOGY,1200 POPLAR  AVE,MEMPHIS,TN,38104-7240,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE",CITY,NO,276.0,276.0,PRIVATE NON-PROFIT,7305.0,7305.0,(901) 726-1977,316,35.144817258,-90.020209945,www.williamrmoore.org,,,,,,,
WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,300 POMPTON RD,WAYNE,NJ,07470,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",SUBURB,YES,10198.0,8735.0,PUBLIC,13060.0,21260.0,(973) 720-2000,12187,40.945885778000005,-74.198749436,www.wpunj.edu,,,,,,,
WILLIAM PEACE UNIVERSITY,15 E PEACE ST,RALEIGH,NC,27604-1194,FOUR OR MORE YEARS,BACHELOR'S DEGREE,CITY,YES,910.0,910.0,PRIVATE NON-PROFIT,30500.0,30500.0,(919) 508-2000,1142,35.789168526,-78.637753155,www.peace.edu,,,,,,,
WILLIAM PENN UNIVERSITY,201 TRUEBLOOD AVE,OSKALOOSA,IA,52577,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , MASTER'S DEGREE",TOWN,YES,1279.0,1214.0,PRIVATE NON-PROFIT,25600.0,25600.0,(641) 673-1001,1510,41.3088674620001,-92.64836446700001,www.wmpenn.edu,,,,,,,
WILLIAM RAINEY HARPER COLLEGE,1200 W ALGONQUIN RD,PALATINE,IL,60067-7398,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",SUBURB,NO,13530.0,13530.0,PUBLIC,9852.0,11664.0,(847) 925-6000,14995,42.0808912480001,-88.069618636,https://www.harpercollege.edu/index.php,,,,,,,
WILLIAM T MCFATTER TECHNICAL COLLEGE,6500 NOVA DRIVE,DAVIE,FL,33317,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , TOW BUT LESS THAN 4 YEARS CERTIFICATE",SUBURB,NO,1104.0,1104.0,PUBLIC,NAN,NAN,(754) 321-5700,1340,26.084983690999998,-80.23218491599991,www.mcfattertechnicalcollege.edu/,,,,,,,
WILLIAM WOODS UNIVERSITY,ONE UNIVERSITY AVENUE,FULTON,MO,65251-1098,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",TOWN,YES,2302.0,935.0,PRIVATE NON-PROFIT,24110.0,24110.0,(573) 642-2251,2735,38.8602427120001,-91.95038935299999,www.williamwoods.edu,,,,,,,
WILLIAMS BAPTIST UNIVERSITY,60 W FULBRIGHT AVENUE,WALNUT RIDGE,AR,72476,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , MASTER'S DEGREE",RURAL,YES,496.0,479.0,PRIVATE NON-PROFIT,17320.0,17320.0,(870) 886-6741,649,36.1255822690001,-90.940257281,https://williamsbaptistuniversity.com/,,,,,,,
WILLIAMSBURG TECHNICAL COLLEGE,601 MARTIN LUTHER KING JR AVE,KINGSTREE,SC,29556-4197,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",TOWN,NO,737.0,737.0,PUBLIC,4488.0,8280.0,(843) 355-4110,842,33.657036561999995,-79.8179486449999,www.wiltech.edu,,,,,,,
WILLIAMSON CHRISTIAN COLLEGE,274 MALLORY STATION RD.,FRANKLIN,TN,37067,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , MASTER'S DEGREE",CITY,NO,47.0,31.0,PRIVATE NON-PROFIT,13525.0,13525.0,(615) 771-7821,82,35.9563393330001,-86.8249804549999,www.williamsoncc.edu,,,,,,,
WILLIAMSON COLLEGE OF THE TRADES,106 SOUTH NEW MIDDLETOWN ROAD,MEDIA,PA,19063-5299,AT LEAST 2 BUT LESS THAN 4 YEARS,ASSOCIATE'S DEGREE,SUBURB,YES,257.0,257.0,PRIVATE NON-PROFIT,27571.0,27571.0,(610) 566-1776,372,39.908024252000104,-75.422051493,https://www.williamson.edu/,,,,,,,
WILLISTON STATE COLLEGE,1410 UNIVERSITY AVENUE,WILLISTON,ND,58801,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",TOWN,YES,1124.0,1124.0,PUBLIC,5304.0,5304.0,(701) 774-4200,1222,48.1585619210001,-103.613030904,https://willistonstate.edu/,,,,,,,
WILMINGTON COLLEGE,1870 QUAKER WAY,WILMINGTON,OH,45177,FOUR OR MORE YEARS,BACHELOR'S DEGREE,TOWN,YES,1260.0,1260.0,PRIVATE NON-PROFIT,25675.0,25675.0,(800) 341-9318,1513,39.4410989250001,-83.817291925,https://www.wilmington.edu,,,,,,,
WILMINGTON UNIVERSITY,320 DUPONT HWY,NEW CASTLE,DE,19720,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , MASTER'S DEGREE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",SUBURB,NO,14786.0,9042.0,PRIVATE NON-PROFIT,11210.0,11210.0,(877) 967-5464,17099,39.68308390200011,-75.586344977,www.wilmu.edu,,,,,,,
WILSON COLLEGE,1015 PHILADELPHIA AVE,CHAMBERSBURG,PA,17201-1285,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , MASTER'S DEGREE",CITY,YES,1499.0,1044.0,PRIVATE NON-PROFIT,24595.0,24595.0,(717) 264-4141,1779,39.9501503650001,-77.64966128399999,www.wilson.edu,,,,,,,
WILSON COMMUNITY COLLEGE,902 HERRING AVE,WILSON,NC,27893-3310,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE",TOWN,NO,1692.0,1692.0,PUBLIC,2572.0,8716.0,(252) 291-1195,2056,35.730074969,-77.895673194,www.wilsoncc.edu,,,,,,,
WILSON WORKFORCE AND REHABILITATION CENTER,64 JAMES ANDERSON ROAD,FISHERSVILLE,VA,22939-1500,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",SUBURB,YES,NAN,NAN,PUBLIC,NAN,NAN,(540) 332-7390,-999,38.1179157060001,-78.991268371,https://www.wwrc.net,,,,,,,
WINEBRENNER THEOLOGICAL SEMINARY,950 NORTH MAIN STREET,FINDLAY,OH,45840,FOUR OR MORE YEARS,"MASTER'S DEGREE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",TOWN,NO,48.0,0.0,PRIVATE NON-PROFIT,NAN,NAN,(419) 434-4200,64,41.052458555,-83.65059387,www.winebrenner.edu,,,,,,,
WINGATE UNIVERSITY,220 NORTH CAMDEN ROAD,WINGATE,NC,28174-0159,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",SUBURB,YES,3689.0,2726.0,PRIVATE NON-PROFIT,33166.0,33166.0,(704) 233-8000,4336,34.985893146,-80.44667510800001,https://www.wingate.edu,,,,,,,
WINONA STATE UNIVERSITY,175 WEST MARK STREET,WINONA,MN,55987-5838,FOUR OR MORE YEARS,"ASSOCIATE'S DEGREE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE - RESEARCH/SCHOLARSHIP",TOWN,YES,7792.0,7237.0,PUBLIC,9425.0,15348.0,(507) 457-5000,8798,44.046569768000005,-91.644460263,www.winona.edu,,,,,,,
WINONAH'S INTERNATIONAL SCHOOL OF COSMETOLOGY,1870 CHACE DRIVE,HOOVER,AL,35244-7310,LESS THAN 2 YEARS (BELOW ASSOCIATE),"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE",CITY,NO,59.0,59.0,PRIVATE FOR-PROFIT,NAN,NAN,(205) 703-8070,70,33.3702458670001,-86.80159235199991,www.winonah.net,,,,,,,
WINSTON - SALEM BARBER SCHOOL - SATELLITE,1700 STANLEY ROAD SUITE E,GREENSBORO,NC,27407-2754,NAN,NAN,CITY,NO,NAN,NAN,NAN,NAN,NAN,NOT AVAILABLE,-999,36.0528431750001,-79.8909872629999,NOT AVAILABLE,,,,,,,
WINSTON SALEM BARBER SCHOOL,1531 SILAS CREEK PKY,WINSTON-SALEM,NC,27127,LESS THAN 2 YEARS (BELOW ASSOCIATE),ONE BUT LESS THAN TWO YEARS CERTIFICATE,CITY,NO,111.0,111.0,PRIVATE FOR-PROFIT,NAN,NAN,(336) 724-1459,122,36.067179741000096,-80.26050248199991,www.wsbarberschool.com,,,,,,,
WINSTON-SALEM STATE UNIVERSITY,601 MARTIN LUTHER KING JR DR,WINSTON-SALEM,NC,27110-0001,FOUR OR MORE YEARS,"BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE , DOCTOR'S DEGREE = PROFESSIONAL PRACTICE",CITY,YES,5190.0,4741.0,PUBLIC,5904.0,16151.0,(336) 750-2000,6178,36.0870530380001,-80.2248459579999,www.wssu.edu,,,,,,,
WINTHROP UNIVERSITY,701 OAKLAND AVE,ROCK HILL,SC,29733,FOUR OR MORE YEARS,"LESS THAN ONE YEAR CERTIFICATE , BACHELOR'S DEGREE , POSTBACCALAUREATE CERTIFICATE , MASTER'S DEGREE , POST-MASTER'S CERTIFICATE",CITY,YES,5813.0,4887.0,PUBLIC,15730.0,29986.0,(803) 323-2211,6885,34.938437531,-81.029863937,www.winthrop.edu,,,,,,,
WIREGRASS GEORGIA TECHNICAL COLLEGE,4089 VAL TECH RD,VALDOSTA,GA,31602-0929,AT LEAST 2 BUT LESS THAN 4 YEARS,"LESS THAN ONE YEAR CERTIFICATE , ONE BUT LESS THAN TWO YEARS CERTIFICATE , ASSOCIATE'S DEGREE , TOW BUT LESS THAN 4 YEARS CERTIFICATE",SUBURB,NO,4773.0,4773.0,PUBLIC,2794.0,4930.0,(229) 333-2100,5280,30.8892637480001,-83.353793019,www.wiregrass.edu,,,,,,,
